customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_clean,is_churned,tenure_band,charge_band,flag_early_life_0_6,flag_month_to_month,flag_electronic_check,flag_fiber_optic,flag_no_tech_support,flag_fiber_no_tech_support,flag_first_12m_mtm_fiber,flag_priority_segment
4785-NKHCX,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,94.15,0,0-6,18-35,1,1,0,0,0,0,0,0
3196-NVXLZ,Female,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.60,2088.05,No,2088.05,0,25-36,75-95,0,1,0,1,1,1,0,0
6275-YDUVO,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.20,178.70,Yes,178.70,1,0-6,75-95,1,1,0,1,1,1,1,0
0036-IHMOT,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.70,5656.75,No,5656.75,0,49-60,95+,0,0,0,1,0,0,0,0
0115-TFERT,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.20,2317.10,Yes,2317.10,1,13-24,95+,0,1,1,1,0,0,0,0
4178-EGMON,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),88.00,5986.45,No,5986.45,0,61-72,75-95,0,0,0,1,0,0,0,0
4220-TINQT,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,6751.35,No,6751.35,0,61-72,95+,0,1,1,1,0,0,0,0
5318-YKDPV,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.15,3566.60,No,3566.60,0,37-48,75-95,0,0,0,0,0,0,0,0
7975-TZMLR,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.10,4889.30,No,4889.30,0,37-48,95+,0,0,1,1,1,1,0,0
0295-QVKPB,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),63.95,318.10,No,318.10,0,0-6,55-75,1,1,0,0,0,0,0,0
4335-BSMJS,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.80,1563.95,No,1563.95,0,61-72,18-35,0,0,0,0,0,0,0,0
2311-QYMUQ,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,1430.25,1,13-24,75-95,0,1,0,1,1,1,0,0
3643-AHCFP,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.60,644.35,Yes,644.35,1,7-12,95+,0,1,0,1,1,1,1,0
9146-JRIOX,Female,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,372.45,No,372.45,0,13-24,18-35,0,1,0,0,0,0,0,0
3104-OWCGK,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.40,Yes,5453.40,1,49-60,75-95,0,0,1,1,1,1,0,0
5337-IIWKZ,Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,44.85,1442.60,No,1442.60,0,25-36,35-55,0,1,1,0,0,0,0,0
9101-BWFSS,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.70,Yes,5610.70,1,49-60,95+,0,0,1,1,0,0,0,0
9650-VBUOG,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,963.95,No,963.95,0,37-48,18-35,0,0,0,0,0,0,0,0
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.10,5222.30,No,5222.30,0,61-72,55-75,0,0,0,0,0,0,0,0
2672-TGEFF,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.80,3340.55,No,3340.55,0,37-48,75-95,0,1,1,1,1,1,0,1
9231-ZJYAM,Female,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.80,Yes,292.80,1,0-6,75-95,1,1,1,1,1,1,1,1
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.25,5774.55,No,5774.55,0,49-60,75-95,0,1,1,1,1,1,0,1
8184-WMOFI,Male,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.40,4487.30,No,4487.30,0,61-72,55-75,0,0,0,0,0,0,0,0
6982-SSHFK,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.40,44.40,Yes,44.40,1,0-6,35-55,1,1,0,0,1,0,0,0
6092-QZVPP,Male,0,No,No,36,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.20,2854.95,No,2854.95,0,25-36,75-95,0,1,0,0,0,0,0,0
4625-LAMOB,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.40,905.55,No,905.55,0,37-48,18-35,0,0,0,0,0,0,0,0
0727-BMPLR,Female,1,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.00,5509.30,Yes,5509.30,1,49-60,95+,0,0,1,1,1,1,0,0
0392-BZIUW,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.00,7589.80,No,7589.80,0,61-72,95+,0,0,0,1,1,1,0,0
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.80,229.60,Yes,229.60,1,7-12,18-35,0,0,0,0,0,0,0,0
6549-NNDYT,Female,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.10,No,394.10,0,13-24,18-35,0,1,0,0,1,0,0,0
3027-ZTDHO,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.90,89.90,Yes,89.90,1,0-6,75-95,1,1,1,1,1,1,1,1
0422-OHQHQ,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.55,295.95,No,295.95,0,13-24,18-35,0,0,0,0,0,0,0,0
6916-HIJSE,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.85,5459.20,No,5459.20,0,61-72,75-95,0,0,0,0,0,0,0,0
2316-ESMLS,Female,0,Yes,Yes,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,444.75,0,7-12,18-35,0,0,0,0,0,0,0,0
9778-OGKQZ,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.00,6782.15,No,6782.15,0,61-72,75-95,0,0,0,0,0,0,0,0
7408-OFWXJ,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.80,6510.45,No,6510.45,0,61-72,75-95,0,0,0,0,0,0,0,0
6007-TCTST,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.80,8476.50,No,8476.50,0,61-72,95+,0,0,0,1,0,0,0,0
2252-NKNSI,Male,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,85.15,4461.85,No,4461.85,0,49-60,75-95,0,0,0,0,0,0,0,0
8713-IGZSO,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.85,62.00,No,62.00,0,0-6,18-35,1,1,0,0,0,0,0,0
7905-TVXTA,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.35,352.65,No,352.65,0,0-6,55-75,1,1,1,0,0,0,0,0
7695-PKLCZ,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.50,1424.90,No,1424.90,0,61-72,18-35,0,0,0,0,0,0,0,0
2382-BCKQJ,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,Yes,6413.65,1,61-72,95+,0,0,1,1,1,1,0,0
8374-UULRV,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.05,6309.65,No,6309.65,0,61-72,75-95,0,0,0,0,0,0,0,0
2207-NHRJK,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.80,50.80,Yes,50.80,1,0-6,35-55,1,1,1,0,1,0,0,0
3224-DFQNQ,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.00,5898.60,No,5898.60,0,61-72,75-95,0,0,1,1,0,0,0,0
5275-PMFUT,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.80,4719.75,No,4719.75,0,61-72,55-75,0,0,0,0,0,0,0,0
4795-UXVCJ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.80,457.30,No,457.30,0,25-36,18-35,0,0,0,0,0,0,0,0
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.40,5822.30,No,5822.30,0,61-72,75-95,0,0,0,1,1,1,0,0
0947-MUGVO,Male,1,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.50,Yes,1463.50,1,13-24,55-75,0,1,1,1,1,1,0,1
9944-HKVVB,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.10,307.40,Yes,307.40,1,0-6,95+,1,1,1,1,1,1,1,1
4124-MMETB,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes,2104.55,1,13-24,75-95,0,1,0,1,1,1,0,0
3671-SHRSP,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.60,319.15,Yes,319.15,1,0-6,75-95,1,1,0,1,0,0,1,0
0979-MOZQI,Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.00,2337.45,No,2337.45,0,61-72,35-55,0,0,0,0,0,0,0,0
2732-ISEZX,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.50,104.30,No,104.30,0,0-6,18-35,1,1,0,0,0,0,0,0
3313-QKNKB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,Yes,5084.65,1,49-60,75-95,0,0,1,1,1,1,0,0
0323-XWWTN,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.40,121.25,No,121.25,0,0-6,18-35,1,0,0,0,0,0,0,0
1937-OTUKY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),98.20,7015.90,No,7015.90,0,61-72,95+,0,0,0,1,0,0,0,0
1573-LGXBA,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),97.55,5598.00,No,5598.00,0,49-60,95+,0,0,0,1,1,1,0,0
1764-VUUMT,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.95,1269.10,No,1269.10,0,61-72,18-35,0,0,0,0,0,0,0,0
5073-WXOYN,Female,0,No,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.80,3027.40,Yes,3027.40,1,49-60,35-55,0,1,1,0,1,0,0,0
4713-ZBURT,Male,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.70,4634.35,No,4634.35,0,37-48,95+,0,0,0,1,1,1,0,0
3050-GBUSH,Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.80,113.95,No,113.95,0,0-6,18-35,1,1,0,0,1,0,0,0
0207-MDKNV,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.10,1582.75,Yes,1582.75,1,13-24,95+,0,1,1,1,0,0,0,0
7876-AEHIG,Female,0,No,Yes,51,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),60.15,3077.00,No,3077.00,0,49-60,55-75,0,0,0,0,0,0,0,0
7945-HLKEA,Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.50,No,4039.50,0,49-60,55-75,0,0,1,0,0,0,0,0
9342-VNIMQ,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.20,No,1665.20,0,25-36,35-55,0,1,0,0,1,0,0,0
9851-KIELU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.10,1043.30,Yes,1043.30,1,7-12,95+,0,1,1,1,0,0,1,0
3523-BRGUW,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.30,504.20,No,504.20,0,25-36,18-35,0,0,0,0,0,0,0,0
3908-BLSYF,Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.90,497.55,Yes,497.55,1,0-6,75-95,1,1,1,1,1,1,1,1
3199-NPKCN,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,No,7511.65,0,61-72,95+,0,0,1,1,0,0,0,0
5170-PTRKA,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),35.80,1782.00,No,1782.00,0,49-60,35-55,0,0,0,0,0,0,0,0
4661-NJEUX,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,20.05,No,20.05,0,0-6,18-35,1,1,0,0,0,0,0,0
2123-AGEEN,Female,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.35,609.65,No,609.65,0,7-12,75-95,0,1,1,1,1,1,1,1
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.50,2857.60,No,2857.60,0,25-36,95+,0,0,0,1,1,1,0,0
0048-LUMLS,Male,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),91.20,3247.55,No,3247.55,0,37-48,75-95,0,0,0,1,1,1,0,0
7549-MYGPK,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes,6215.35,1,61-72,95+,0,1,1,1,1,1,0,1
5898-IGSLP,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.30,2823.00,No,2823.00,0,25-36,75-95,0,1,1,1,0,0,0,0
3804-RVTGV,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.90,Yes,5017.90,1,49-60,95+,0,1,0,1,1,1,0,0
6259-WJQLC,Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),81.10,2619.25,No,2619.25,0,25-36,75-95,0,1,0,1,1,1,0,0
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.60,24.60,Yes,24.60,1,0-6,18-35,1,1,1,0,1,0,0,0
7997-EASSD,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),81.20,4965.10,No,4965.10,0,61-72,75-95,0,0,0,1,0,0,0,0
0730-KOAVE,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.30,2679.70,No,2679.70,0,25-36,75-95,0,1,0,1,1,1,0,0
8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.10,8310.55,No,8310.55,0,61-72,95+,0,0,0,1,0,0,0,0
0678-RLHVP,Female,0,No,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,5682.25,No,5682.25,0,49-60,95+,0,0,1,1,1,1,0,0
4315-MURBD,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.90,1120.95,Yes,1120.95,1,7-12,95+,0,1,0,1,0,0,1,0
2267-FPIMA,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.40,4914.90,No,4914.90,0,49-60,75-95,0,1,0,1,1,1,0,0
1051-GEJLJ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.50,27.55,No,27.55,0,0-6,18-35,1,1,0,0,0,0,0,0
9734-YWGEX,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.30,923.50,Yes,923.50,1,7-12,95+,0,1,0,1,1,1,1,0
2719-BDAQO,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,Yes,1625.65,1,13-24,75-95,0,1,1,1,1,1,0,1
5285-MVEHD,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.60,6068.65,No,6068.65,0,49-60,95+,0,0,0,1,1,1,0,0
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.60,No,5398.60,0,61-72,75-95,0,0,0,0,1,0,0,0
0781-LKXBR,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.50,918.60,Yes,918.60,1,7-12,95+,0,1,1,1,1,1,1,1
5543-QDCRY,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.40,234.85,No,234.85,0,0-6,55-75,1,1,1,0,1,0,0,0
0297-RBCSG,Male,0,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,1231.85,0,13-24,55-75,0,0,0,0,0,0,0,0
4694-PHWFW,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,170.90,No,170.90,0,7-12,18-35,0,1,0,0,0,0,0,0
0835-JKADZ,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.25,7984.15,No,7984.15,0,61-72,95+,0,0,1,1,0,0,0,0
1907-UBQFC,Male,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,Yes,688.65,1,7-12,55-75,0,1,1,1,1,1,1,1
7508-SMHXL,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.00,1288.30,No,1288.30,0,13-24,75-95,0,1,0,1,1,1,0,0
3865-YIOTT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.10,7848.50,No,7848.50,0,61-72,95+,0,0,0,1,1,1,0,0
5993-BQHEA,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,267.00,No,267.00,0,7-12,18-35,0,0,0,0,0,0,0,0
6024-RUGGH,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.20,1798.90,No,1798.90,0,61-72,18-35,0,0,0,0,0,0,0,0
6513-EECDB,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,73.55,1,0-6,55-75,1,1,1,1,1,1,1,1
3956-CJUST,Female,1,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.40,1643.55,No,1643.55,0,13-24,75-95,0,1,0,1,1,1,0,0
4079-WWQQQ,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,4807.45,0,61-72,55-75,0,0,0,0,0,0,0,0
6103-BOCOU,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.70,2193.00,No,2193.00,0,25-36,75-95,0,1,1,1,1,1,0,1
5149-TGWDZ,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,104.55,2239.40,No,2239.40,0,13-24,95+,0,0,0,1,0,0,0,0
7471-WNSUF,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.15,1505.90,No,1505.90,0,49-60,18-35,0,0,0,0,0,0,0,0
8942-DBMHZ,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,255.35,No,255.35,0,7-12,18-35,0,1,0,0,0,0,0,0
4301-VVZKA,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.40,1189.40,No,1189.40,0,13-24,75-95,0,1,1,1,1,1,0,1
9199-PWQVC,Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.70,4786.15,No,4786.15,0,61-72,75-95,0,0,0,0,1,0,0,0
4824-GUCBY,Female,1,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.70,1820.90,No,1820.90,0,13-24,75-95,0,1,1,1,1,1,0,1
5393-HJZSM,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.30,2404.15,No,2404.15,0,25-36,75-95,0,1,0,0,0,0,0,0
7074-IEVOJ,Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.40,205.05,Yes,205.05,1,0-6,75-95,1,1,1,1,1,1,1,1
9625-QSTYE,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.30,Yes,952.30,1,13-24,75-95,0,1,1,1,1,1,0,1
0862-PRCBS,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,7039.45,0,61-72,95+,0,0,0,1,0,0,0,0
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,86.45,2538.05,No,2538.05,0,25-36,75-95,0,0,1,1,1,1,0,0
5146-CBVOE,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.10,1212.85,No,1212.85,0,13-24,75-95,0,1,0,1,1,1,0,0
0454-OKRCT,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),80.60,2651.10,No,2651.10,0,25-36,75-95,0,0,0,1,0,0,0,0
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.30,1304.80,No,1304.80,0,61-72,18-35,0,0,0,0,0,0,0,0
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.60,360.10,Yes,360.10,1,0-6,75-95,1,1,1,1,1,1,1,1
4198-VFOEA,Female,0,No,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,33.60,435.45,No,435.45,0,7-12,18-35,0,0,0,0,0,0,0,0
6630-UJZMY,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,No,308.05,0,0-6,75-95,1,1,1,1,1,1,1,1
